grdc_no,wmo_reg,sub_reg,river,station,country,lat,lon,area,altitude,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr
2903152,2,2031,AMGA,BUYAGA,RU,59.67,127.05,23900,270,,,,,1933,1999,67,3.879849812,1933,1999,67,123.348,3.889902528,162.7574279
2999461,2,2996,DULGALAKH,TOMTOR,RU,67.12,132.13,23900,145,,,,,1956,1999,44,24.04580153,1956,1999,44,93.467,2.947575312,123.329511
2903070,2,2031,ALLAKH-YUN',ALLAKH,RU,60.68,135.03,24200,45,,,,,1945,1999,55,0,1945,1999,55,172.298,5.433589728,224.5285012
2903630,2,2031,BOL'SHOY PATOM,PATOMA,RU,60.17,116.8,27600,163,,,,,1934,1999,66,0,1934,1999,66,348.557,10.99209355,398.2642591
6970102,6,6706,ONEGA,CHEREPOVSKAYA,RU,62.15,39.37,29500,68,,,,,1941,1999,59,1.274787535,1941,1999,59,275.395,8.68485672,294.4019227
3613050,3,3131,"ARAGUARI, RIO",PORTO PLATON,BR,0.7075,-51.43889,29820,-999,1952,2017,66,21.1396676,1952,1999,48,28.81944444,1952,2017,66,1019.799,32.16038126,1078.48361
2997510,2,2972,PYAKUPUR,TARKO-SALE,RU,64.93,77.8,31400,15,,,,,1954,1999,46,4.710144928,1954,1999,46,302.511,9.539986896,303.8212387
6970461,6,6705,SUKHONA,TOTMA,RU,59.978748,42.771252,34800,-999,,,,,1933,1999,67,0,1933,1999,67,298.662,9.418604832,270.6495641
6970400,6,6700,PINEGA,KULOGORY,RU,64.72,43.48,36700,13,1936,1988,53,7.647547797,1914,1999,86,18.45703125,1914,1999,86,383.923,12.10739573,329.901791
2903482,2,2031,OLEKMA,SREDNAYA OLEKMA,RU,55.42,120.55,37300,495,,,,,1957,1999,43,10.27131783,1957,1999,43,333.466,10.51618378,281.9352219
3650150,3,3502,"CAPIM, RIO",BADAJOS,BR,-2.51278,-47.76806,38178,-999,1971,2019,49,0.168871376,1971,1999,29,8.163265306,1971,2019,49,601.212,18.95982163,496.6164187
2999480,2,2996,BYTANTAY,ASAR,RU,68.62,134.12,40000,80,,,,,1937,1999,63,25.26595745,1937,1999,63,161.1,5.0804496,127.01124
6970101,6,6706,ONEGA,KAZAKOVO,RU,62.57,39.83,40600,55,,,,,1929,1999,71,1.426872771,1929,1999,71,367.212,11.58039763,285.2314688
2909166,2,2091,MALYY YENISEY,UST'-UZJEP,RU,51.33,96.25,42300,45,,,,,1962,1999,38,8.425720621,1962,1999,38,336.621,10.61567986,250.9616987
2903402,2,2031,TIMPTON,UST-TIMPTON,RU,58.65,127.05,43700,261,,,,,1952,1999,48,2.284710018,1952,1999,48,534.768,16.86444365,385.9140423
6970270,6,6705,VAGA,UST-SUMA,RU,62.52,42.8,43900,19,,,,,1956,1999,44,5.587668593,1956,1999,44,386.429,12.18642494,277.5951012
2911453,2,2111,OM',NIZHNYAYA OMKA,RU,55.42,74.93,44100,-999,,,,,1971,1999,29,12.82798834,1971,1999,29,48.543,1.530852048,34.71319837
2909162,2,2091,BOL'SHOY YENISEY,SEYBA,RU,52.5,94.93,44600,-999,,,,,1957,1999,43,15.85127202,1957,1999,43,494.203,15.58518581,349.443628
2911452,2,2111,OM',KALACHINSK,RU,55.07,74.58,47800,77,,,,,1936,1999,64,1.302083333,1936,1999,64,53.695,1.69332552,35.42522008
2903604,2,2031,ALDAN,TOMMOT,RU,58.97,126.27,49500,273,,,,,1936,1999,64,0,1936,1999,64,528.587,16.66951963,336.7579724
3650359,3,3504,"ITAPECURU, RIO",CANTANHEDE,BR,-3.62778,-44.37917,49500,15,1968,2018,51,0.374085118,1968,1999,32,5.540897098,1968,2018,51,227.264,7.166997504,144.7878284
2903983,2,2032,INDIGIRKA,YURTY,RU,64.05,141.88,51100,578,1995,2003,9,0.60845756,1956,1999,44,0,1956,2003,48,262.134,8.266657824,161.7741257
3631100,3,3311,"JARI, RIO",SAO FRANCISCO,BR,-0.5678,-52.5692,51343,-999,1968,2014,47,1.071849234,1968,1999,32,3.713527851,1968,2014,47,1093.851,34.49568514,671.8673458
2911450,2,2111,OM',OMSK,RU,55.02,73.47,52400,-999,,,,,1969,1999,31,5.376344086,1969,1999,31,49.763,1.569325968,29.94896885
2909165,2,2091,MALYY YENISEY,SARYUG-SEP,RU,51.5,95.57,53300,701,,,,,1949,1999,51,9.075907591,1949,1999,51,419.236,13.2210265,248.0492776
3652890,3,3523,"PARAIBA DO SUL, RIO",CAMPOS - PONTE MUNICIPAL,BR,-21.7533,-41.3003,55500,14,1922,2020,99,1.027291812,1928,1999,72,0.925925926,1922,2020,99,807.382,25.46159875,458.7675451
2909161,2,2091,BOL'SHOY YENISEY,KARA-HAK,RU,51.88,94.46,56500,634,,,,,1956,1999,44,6.818181818,1956,1999,44,593.543,18.71797205,331.2915407
2903151,2,2031,AMGA,AMGA,RU,60.9,131.98,56800,-999,,,,,1939,1999,61,0.136612022,1939,1999,61,184.807,5.828073552,102.6069287
2909164,2,2091,MALYY YENISEY,KYZYL,RU,51.72,94.5,58600,-999,,,,,1974,1999,26,11.53846154,1974,1999,26,412.024,12.99358886,221.7335984
2912550,2,2121,SEVERNAYA SOS'VA,SOSVA,RU,63.65,62.1,65200,12,,,,,1937,1999,63,0,1937,1999,63,613.333,19.34206949,296.6575075
2903150,2,2031,AMGA,TERUT,RU,62.22,134.13,65400,112,,,,,1937,1999,63,2.116402116,1937,1999,63,193.036,6.087583296,93.08231339
2999471,2,2996,ADYCHA,OIUN-HOMOTO,RU,67.33,135.6,65500,-999,,,,,1942,1999,58,28.9017341,1942,1999,58,362.804,11.44138694,174.6776633
2911700,2,2111,KONDA,ALTAY,RU,60.33,69,68600,-999,,,,,1962,1999,38,0.447427293,1962,1999,38,343.365,10.82835864,157.8477936
2912555,2,2121,SEVERNAYA SOS'VA,SARTYNYA,RU,63.37,63.05,69100,-999,,,,,1962,1999,38,7.04845815,1962,1999,38,652.507,20.57746075,297.7924856
2903721,2,2031,MARKHA,CUMPURUK,RU,64.23,116.91,78700,122,,,,,1954,1999,46,6.813996317,1954,1999,46,401.175,12.6514548,160.7554612
6226800,6,6261,"EBRO, RIO",TORTOSA,ES,40.81328,0.52066,84230,25,1913,2017,105,20.43702135,1913,1999,87,23.53506244,1913,2017,105,431.42,13.60526112,161.5251231
2999922,2,2993,OLENEK,OLENEK,RU,68.5,112.43,89200,-999,,,,,1936,1999,64,12.76041667,1936,1999,64,514.795,16.23457512,182.0019632
2999470,2,2996,ADYCHA,YURDUK-KUMAH,RU,68.02,135.27,89600,108,,,,,1937,1999,63,11.11111111,1937,1999,63,548.524,17.29825286,193.0608579
6139100,6,6391,RHONE,BEAUCAIRE,FR,43.92,4.67,95590,3,1961,1979,19,10.53465917,1920,1999,80,0,1920,1999,80,1652.923,52.12657973,545.3141514
6970680,6,6705,VYCHEGDA,FEDYAKOVO,RU,61.43,47.65,112000,47,,,,,1962,1999,38,1.548672566,1962,1999,38,1062.577,33.50942827,299.1913239
6340150,6,6401,ELBE RIVER,WITTENBERGE,DE,52.990829,11.759765,123532,17,1889,2019,131,0,1899,1999,101,0,1889,2019,131,674.409,21.26816222,172.1672297
2908050,2,2081,TASEYEVA,MASHUKOVKA,RU,57.82,94.32,127000,41,,,,,1936,1999,64,2.365308804,1936,1999,64,756.35,23.8522536,187.8130205
2911209,2,2111,ISHIM,ISHIM,RU,56.1,69.47,154000,-999,,,,,1955,1999,45,0,1955,1999,45,55.963,1.764849168,11.46005953
2903080,2,2031,MAYA,CHABDA,RU,59.78,134.75,165000,167,,,,,1935,1999,65,0,1935,1999,65,1164.321,36.71802706,222.5334973
2911304,2,2111,ISHIM,OREKHOVO,RU,57.45,70.85,171000,-999,,,,,1963,1999,37,3.828828829,1963,1999,37,81.519,2.570783184,15.03381979
2909158,2,2091,YENISEY,NIKITINO,RU,53.02,91.48,182000,301,,,,,1911,1999,89,5.617977528,1911,1999,89,1488.89,46.95363504,257.9870057
2999110,2,2996,YANA,UBILEYNAYA,RU,70.75,136.08,224000,-999,1972,2007,36,0.722488402,1978,1999,22,6.818181818,1972,2007,36,1106.868,34.90618925,155.831202
2909404,2,2091,PODKAMENNAYA TUNGUSKA,SULOM,RU,61.55,91.02,232000,-999,,,,,1979,1999,21,14.85943775,1979,1999,21,1759.9,55.5002064,239.2250276
2909156,2,2091,YENISEY,KRASNOYARSKAYA GES,RU,55.46,92.3,289000,-999,1967,1993,27,0,1955,1999,45,9.444444444,1955,1999,45,2624.324,82.76068166,286.3691407
2911099,2,2111,IRTYSH,EKATERININSKOJE,RU,56.92,74.53,376000,-999,,,,,1980,1999,20,0,1980,1999,20,888.647,28.02437179,74.5329037
2903601,2,2031,ALDAN,OHOTSKY PEREVOZ,RU,61.87,135.5,514000,125,,,,,1926,1999,74,0,1926,1999,74,4256.927,134.2464499,261.1798636
3651900,3,3511,"SAO FRANCISCO, RIO",TRAIPU,BR,-9.98333,-36.98333,622520,40,,,,,1938,1999,62,8.141112619,1938,1999,62,2825.371,89.10089986,143.1293771
3649950,3,3491,"TOCANTINS, RIO",TUCURUI,BR,-3.75778,-49.65333,742300,1.87,1969,2016,48,1.87496338,1978,1999,22,10.60606061,1969,2016,48,10902.997,343.8369134,463.204787
2903428,2,2031,LENA,SOLYANKA,RU,60.48,120.7,770000,119,1940,2002,63,0.425883273,1933,1999,67,3.233830846,1933,2002,70,6801.468,214.4910948,278.5598634
2908100,2,2081,ANGARA,TATARKA,RU,58.35,93.55,1040000,82,1954,1988,35,0.719649562,1953,1999,47,0.537634409,1953,1999,47,4475.25,141.131484,135.70335
2911095,2,2111,IRTYSH,HANTI-MANSISK,RU,60.97,69.07,1200000,-999,1977,1997,21,7.161512027,1974,1999,26,53.22580645,1974,1999,26,2812.207,88.68575995,73.90479996
2909152,2,2091,YENISEY,POD. TUNGUSKA,RU,61.6,90.08,1760000,20,1970,1993,24,0,1936,1999,64,6.25,1936,1999,64,10784.516,340.1004966,193.2389185
2910201,2,2101,TYM,VANYIL-KYNAK,RU,60.35,84.08,10100,-999,,,,,1954,2000,47,10.28368794,1954,2000,47,80.486,2.538206496,251.3075739
2911456,2,2111,OM',CHUMAKOVO,RU,55.68,79.07,10200,-999,,,,,1965,2000,36,9.490740741,1965,2000,36,15.814,0.498710304,48.89316706
4151514,4,4511,PECOS RIVER,"NEAR PUERTO DE LUNA, NM",US,34.7301,-104.525,10282.3,1314.1,1938,2021,84,0,1938,2000,63,0,1938,2021,84,5.469,0.172470384,16.77352188
4126810,4,4261,NORTH FORK RED RIVER,"NEAR HEADRICK, OK",US,34.6345,-99.0967,10992,394.66,1905,2021,117,25.39057898,1905,2000,96,31.58813264,1905,2021,117,9.164,0.288995904,26.29147598
2910662,2,2101,CHUMYSH,KITMANOVO,RU,53.47,85.42,11000,-999,,,,,1964,2000,37,10.81081081,1964,2000,37,75.863,2.392415568,217.4923244
4151513,4,4511,PECOS RIVER,"BELOW SUMNER DAM, NM",US,34.6042,-104.3878,11370.1,1262.69,1912,2021,110,2.998160792,1912,2000,89,3.693181818,1912,2021,110,5.519,0.174047184,15.30744532
2910340,2,2101,CHET',KONTORKA,RU,57.05,88.08,11500,119,,,,,1961,2000,40,20,1961,2000,40,47.51,1.49827536,130.2848139
5223100,5,5231,"KELANTAN, SUNGAI",GUILLEMARD BRIDGE,MY,5.77,102.15,11900,26,1960,2011,52,7.899132496,1949,2000,52,6.25,1949,2011,63,492.281,15.52457362,1304.586018
2911455,2,2111,OM',KUIBISHEV,RU,55.45,78.32,12200,104,,,,,1936,2000,65,9.020618557,1936,2000,65,18.502,0.583479072,47.82615344
6142110,6,6421,THAYA,BRECLAV-LADNA,CZ,48.8037,16.8537,12283.7,157.38,1987,2018,32,0,1988,2000,13,0,1987,2018,32,33.971,1.071309456,87.21390591
2911590,2,2111,KULUNDA,SHIMOLINO,RU,52.97,80.18,12300,93,,,,,1936,2000,65,27.15572716,1936,2000,65,5.607,0.176822352,14.37580098
2588551,2,2884,TONE-GAWA,FUKAWA (TONE NORTH BRANCH),JP,35.85,140.14,12458,-999,1993,2003,11,0.597460792,1993,2000,8,0,1993,2003,11,236.946,7.472329056,599.8016581
2587100,2,2871,ISHIKARI-GAWA,ISHIKARI-OHASHI,JP,43.119722,141.545556,12697,-999,1986,2003,18,33.34347429,1954,2000,47,17.19858156,1954,2003,50,477.477,15.05771467,1185.926965
5204181,5,5042,GWYDIR RIVER,YARRAMAN BRIDGE,AU,-29.4261,149.847,12960,19.1,1929,2007,79,38.74654829,1929,2000,72,48.4741784,1929,2007,79,13.481,0.425136816,32.80376667
5204104,5,5041,MURRUMBIDGEE RIVER,D/S BURRINJUCK DAM,AU,-35.001,148.574,13100,298.6,1961,2008,48,1.594466264,1961,2000,40,0,1961,2008,48,39.838,1.256331168,95.9031426
2910442,2,2101,KATUN',TUENGOOR,RU,50.13,86.32,13500,846,,,,,1938,2000,63,27.35723772,1938,2000,63,257.415,8.11783944,601.32144
4126701,4,4261,OUACHITA RIVER,"CAMDEN, AR",US,33.5965,-92.8182,13874.6,21.85,1928,2021,94,8.384258849,1928,2000,73,0,1928,2021,94,222.556,7.018526016,505.8542961
5204401,5,5042,MACQUARIE RIVER,D/S BURRENDONG DAM,AU,-32.6332,149.081,13980,325,1960,2008,49,2.684719088,1960,2000,41,2.748414376,1960,2008,49,29.427,0.928009872,66.38124979
2911461,2,2111,TARA,MALO-KRASNOYARSKOJE,RU,56.47,76.02,14200,69,,,,,1948,2000,53,5.660377358,1948,2000,53,34.651,1.092753936,76.95450254
2910318,2,2101,CHULYM,BALAKHTA,RU,55.38,91.62,14700,293,,,,,1939,2000,62,9.139784946,1939,2000,62,99.861,3.149216496,214.2324147
4125027,4,4251,NEOSHO RIVER,"NEAR COMMERCE, OK",US,36.9287,-94.9575,15218.8,228.29,1939,2021,83,0,1939,2000,62,0.273224044,1939,2021,83,110.101,3.472145136,228.1484175
2910581,2,2101,INYA,KAILI,RU,55.32,84.1,15700,119,,,,,1942,2000,59,5.508474576,1942,2000,59,38.788,1.223218368,77.91199796
2911420,2,2111,TARTAS,VENGEROVO,RU,55.67,76.75,16200,95,,,,,1939,2000,62,5.241935484,1939,2000,62,21.298,0.671653728,41.46010667
2910435,2,2101,CHULYSHMAN,BALIKHA,RU,51.28,87.72,16600,435,,,,,1930,2000,71,6.855791962,1930,2000,71,159.694,5.036109984,303.3801195
2910317,2,2101,CHULYM,PODSOSNOJE,RU,55.85,91,17300,-999,,,,,1978,2000,23,20.65217391,1978,2000,23,107.835,3.40068456,196.5713618
2910580,2,2101,INYA,BEREZOVKA,RU,55,83.33,17300,100,,,,,1959,2000,42,6.150793651,1959,2000,42,47.49,1.49764464,86.56905434
5202102,5,5021,HUNTER RIVER,GRETA,AU,-32.6606,151.403,17320,25.63,1968,2008,41,3.02481182,1968,2000,33,1.319261214,1968,2008,41,22.944,0.723561984,41.77609607
2910512,2,2101,CHARYSH,BELOGAZOVO,RU,52.1,82.55,17600,-999,,,,,1964,2000,37,5.479452055,1964,2000,37,182.838,5.765979168,327.6124527
2910250,2,2101,PARABEL',NOVIKOVO,RU,58.17,80.6,17900,58,,,,,1957,2000,44,9.142857143,1957,2000,44,74.507,2.349652752,131.2655169
2910560,2,2101,ALEY,ALEYSK,RU,52.52,82.77,18700,150,,,,,1954,2000,47,6.028368794,1954,2000,47,30.922,0.975156192,52.14738995
2910242,2,2101,VASYUGAN,NOVY VASYUGAN,RU,58.55,76.47,19000,63,,,,,1960,2000,41,9.756097561,1960,2000,41,84.829,2.675167344,140.7982813
5224500,5,5241,"PAHANG, SUNGAI",TEMERLOH,MY,3.45,102.43,19000,31,1963,2011,49,16.77291961,1963,2000,38,16.66666667,1963,2011,49,534.437,16.85400523,887.0529069
6337517,6,6371,WESER,LIEBENAU,DE,52.594,9.113,19910,19.99,1953,2018,66,0,1953,2000,48,0,1953,2018,66,187.064,5.899250304,296.2958465
2910511,2,2101,CHARYSH,UST-KAMISHENKA,RU,52.07,83.2,20000,-999,,,,,1972,2000,29,6.896551724,1972,2000,29,176.468,5.565094848,278.2547424
2910473,2,2101,BIYA,ARTIBASH,RU,51.8,87.25,20100,-999,,,,,1962,2000,39,21.59827214,1962,2000,39,227.515,7.17491304,356.9608478
2910660,2,2101,CHUMYSH,TALMENKA,RU,53.8,83.57,20600,132,,,,,1943,2000,58,3.448275862,1943,2000,58,131.293,4.140456048,200.993012
2910510,2,2101,CHARYSH,CHARYSHSKY,RU,52.13,83.28,20700,-999,,,,,1948,2000,53,3.773584906,1948,2000,53,185.96,5.86443456,283.3060174
2910472,2,2101,BIYA,KEBEZEN,RU,51.9,87.1,21000,43,,,,,1957,2000,44,12.57142857,1957,2000,44,247.672,7.810584192,371.9325806
5204103,5,5041,MURRUMBIDGEE RIVER,GUNDAGAI,AU,-35.0751,148.107,21100,207.13,1891,2000,110,14.51939671,1891,2000,110,14.53576865,1891,2000,110,115.345,3.63751992,172.394309
2910200,2,2101,TYM,NAPAS,RU,59.85,81.95,24500,61,,,,,1937,2000,64,4.6875,1937,2000,64,191.633,6.043338288,246.6668689
2910316,2,2101,CHULYM,NAZAROVO (NIZHNY B'EF),RU,56.05,90.33,24600,-999,,,,,1978,2000,23,21.73913043,1978,2000,23,113.067,3.565680912,144.9463785
2910260,2,2101,CHAYA,PODGORNOYE,RU,57.78,82.63,25000,61,,,,,1936,2000,65,26.32258065,1936,2000,65,78.728,2.482766208,99.31064832
2910471,2,2101,BIYA,TUROCHAK,RU,52.27,87.17,25300,308,,,,,1962,2000,39,13.36206897,1962,2000,39,324.94,10.24730784,405.0319304
2910315,2,2101,CHULYM,ERSHOVO,RU,55.98,89.7,25700,-999,,,,,1979,2000,22,19.30501931,1979,2000,22,133.449,4.208447664,163.7528274
2910490,2,2101,TOM',NOVOKUZNETSK,RU,53.78,87.15,29800,192,,,,,1894,2000,107,1.869158879,1894,2000,107,649.77,20.49114672,687.6223732
4125028,4,4251,NEOSHO RIVER,"NEAR CHOUTEAU, OK",US,36.2295,-95.1827,29873.1,168.86,1937,2021,85,15.59093894,1937,2000,64,20.63492063,1937,2021,85,260.539,8.216357904,275.0420246
2910314,2,2101,CHULYM,KRASNYI ZAVOD,RU,56.17,89.93,33800,-999,,,,,1951,2000,50,4.04040404,1951,2000,50,183.048,5.772601728,170.7870334
5204102,5,5041,MURRUMBIDGEE RIVER,NARRANDERA,AU,-34.7552,146.549,34200,138.04,1891,2000,110,19.41313788,1891,2000,110,19.1749427,1891,2000,110,105.712,3.333733632,97.47759158
2910231,2,2101,KET',MAKSIMKIY YAR,RU,58.65,86.82,38400,84,,,,,1937,2000,64,6.25,1937,2000,64,241.339,7.610866704,198.1996538
2911454,2,2111,OM',VOZNESENSKOYE,RU,55.6,76.38,39200,-999,,,,,1955,2000,46,14.3115942,1955,2000,46,44.199,1.393859664,35.55764449
2910494,2,2101,TOM',KEMEROVO,RU,55.38,86.05,47400,107,,,,,1936,2000,65,77.93548387,1936,2000,65,837.3,26.4050928,557.0694684
6140400,6,6401,ELBE RIVER,DECIN,CZ,50.7822,14.2096,51120.3,120.07,1887,2018,132,0,1851,2000,150,4,1851,2018,168,309.318,9.754652448,190.81759
4126803,4,4261,RED RIVER,"NEAR BURKBURNETT, TX",US,34.1101,-98.5317,53276.3,290.34,1924,2021,98,36.32692253,1960,2000,41,0,1924,2021,98,31.954,1.007701344,18.91462703
2910313,2,2101,CHULYM,TEGULDET,RU,57.33,88.1,55300,123,,,,,1936,2000,65,6.41025641,1936,2000,65,292.587,9.227023632,166.8539536
5204300,5,5041,LACHLAN RIVER,BOOLIGAL,AU,-33.8695,144.881,55900,107.1,1907,2008,102,2.948142099,1907,2000,94,6.6367713,1907,2008,102,8.569,0.270231984,4.834203649
2910300,2,2101,TOM',TOMSK,RU,56.5,84.92,57000,69,1918,1999,82,4.582957544,1918,2000,83,17.67068273,1918,2000,83,1082.679,34.14336494,599.0064025
5204101,5,5041,MURRUMBIDGEE RIVER,D/S MAUDE WEIR,AU,-34.4776,144.301,57700,80,1936,2008,73,0.042152054,1936,2000,65,0,1936,2008,73,53.171,1.676800656,29.06066995
2910440,2,2101,KATUN',SROSTKI,RU,52.42,85.72,58400,197,,,,,1936,2000,65,7.179487179,1936,2000,65,622.976,19.64617114,336.40704
4103710,4,4031,PORCUPINE RIVER,NEAR INTERNATIONAL BOUNDARY YT,US,67.4239,-140.8938,59829,-999,1987,2020,34,0.205846027,1987,2000,14,0,1987,2020,34,353.382,11.14425475,186.2684443
5204452,5,5042,BARWON RIVER,MOGIL MOGIL,AU,-29.353,148.689,64800,17.54,1944,2008,65,2.756999359,1944,2000,57,4.874446086,1944,2008,65,30.581,0.964402416,14.88275333
4113300,4,4131,RED RIVER,"GRAND FORKS, N.D.",US,47.9275,-97.0281,77959,237.44,1882,2020,139,0.009908839,1904,2000,97,0,1882,2020,139,93.616,2.952274176,37.86957473
5204460,5,5042,CULGOA RIVER,BRENDA,AU,-29.0296,147.313,82162.1,16.2,1960,2008,49,9.027817282,1960,2000,41,29.69072165,1960,2008,49,12.582,0.396785952,4.829306359
2910312,2,2101,CHULYM,ZYRYANSKOJE,RU,56.85,86.62,92500,97,,,,,1936,2000,65,5,1936,2000,65,554.219,17.47785038,188.9497339
2910608,2,2101,OB',PHOMINSKOJE,RU,52.45,84.92,98200,160,,,,,1953,2000,48,4.166666667,1953,2000,48,1123.692,35.43675091,360.8630439
5204451,5,5042,BARWON RIVER,DANGAR BRIDGE (WALGETT),AU,-30.0153,148.061,132200,14.7,1886,2008,123,27.29558054,1886,2000,115,32.65157049,1886,2008,123,56.922,1.795092192,13.57860962
5204106,5,5041,MURRUMBIDGEE RIVER,D/S BALRANALD WEIR,AU,-34.665,143.492,166000,67,1979,2008,30,0.531158114,1979,2000,22,2.734375,1979,2008,30,28.179,0.888652944,5.353330988
2910606,2,2101,OB',KAMEN'NA OBI,RU,53.8,81.33,216000,110,1950,1994,45,11.70601119,1936,2000,65,32.94871795,1936,2000,65,1604.865,50.61102264,234.31029
2910605,2,2101,OB',HPS NOVOSIBIRSKAYA,RU,54.8,82.95,232000,-999,,,,,1958,2000,43,6.976744186,1958,2000,43,1590.823,50.16819413,216.2422161
2910603,2,2101,OB',DUBROVINO,RU,55.48,83.28,258000,-999,,,,,1962,2000,39,34.61538462,1962,2000,39,1730.275,54.5659524,211.4959395
5204450,5,5042,BARWON RIVER,BREWARRINA,AU,-29.9472,146.864,297850,13,1892,2008,117,1.386657847,1930,2000,71,1.300236407,1892,2008,117,67.347,2.123854992,7.130619412
1357100,1,1571,OKAVANGO RIVER,MOHEMBO/MTAEMBO (67932112),BW,-18.283333,21.8,410000,1000,1974,2001,28,9.11469234,1933,2000,68,0,1933,2001,69,256.494,8.088794784,19.72876777
4351900,4,4511,RIO GRANDE,MATAMOROS,MX,25.9,-97.52,450902,12,1967,1996,30,0.219018069,1934,2000,67,0,1934,2000,67,33.631,1.060587216,2.352145735
5204250,5,5042,DARLING RIVER,LOUTH,AU,-30.5347,145.115,489300,96,1954,2008,55,17.47322691,1954,2000,47,21.8018018,1954,2008,55,96.289,3.036569904,6.205947075
2998510,2,2982,KOLYMA,KOLYMSKAYA,RU,68.73,158.72,526000,-999,1978,2008,31,9.679413583,1978,2000,23,0,1978,2008,31,3305.222,104.233481,198.1625114
5204252,5,5042,DARLING RIVER,MENINDEE U/S WEIR 32,AU,-32.4353,142.38,575000,59,1958,2008,51,0.732600733,1958,2000,43,0.982318271,1958,2008,51,48.496,1.529369856,2.659773663
5204253,5,5041,GREAT DARLING ANABRANCH,WYCOT,AU,-32.9652,142.056,575318.4,50,1962,2007,46,5.388932472,1962,2000,39,31.85840708,1962,2007,46,6.137,0.193536432,0.336398822
5204251,5,5042,DARLING RIVER,BURTUNDY,AU,-33.7464,142.268,647200,42,1941,2008,68,0.081519524,1941,2000,60,0.979020979,1941,2008,68,50.574,1.594901664,2.464310358
3264500,3,3641,"PARANA, RIO",POSADAS,AR,-27.37,-55.88,975000,800,1901,2000,100,0.049366464,1901,2000,100,0,1901,2000,100,12449.932,392.6210556,402.6882621
5404270,5,5041,MURRAY RIVER,OVERLAND CORNER (417.5 KM),AU,-34.1787,140.275,1000001,6,1985,2012,28,0.041335125,1985,2000,16,0,1985,2012,28,176.818,5.576132448,5.576126872
2903420,2,2031,LENA,KYUSYUR (KUSUR),RU,70.68,127.39,2430000,-999,1935,2011,77,0.156450007,1934,2000,67,0,1934,2011,78,17037.355,537.2900273,221.1070071
6545050,6,6451,SAVA,CATEZ I,SI,45.8932,15.6097,10186,137.279,1956,2019,64,0,1956,2001,46,0,1956,2019,64,279.268,8.806995648,864.617676
6546610,6,6461,MURA,GORNJA RADGONA 1,SI,46.6811,15.9956,10197,202.338,1946,2019,74,0,1946,2001,56,0,1946,2019,74,156.035,4.92071976,482.5654369
5708126,5,5084,WEST BAINES RIVER,VICTORIA HIGHWAY,AU,-15.934,129.739,10204,19.64,1960,2008,49,13.21414246,1961,2001,41,42.43697479,1960,2008,49,26.927,0.849169872,83.21931321
5709110,5,5094,MCARTHUR RIVER,M.I.M. PUMP,AU,-16.4519,136.085,10400,37,1969,2007,39,13.33188814,1969,2001,33,12.5984252,1969,2007,39,15.785,0.49779576,47.86497692
6830511,6,6301,TANA,ONNELANSUVANTO,FI,69.911988,27.026964,10864,69,1959,2017,59,0,1993,2001,9,0,1959,2017,59,137.468,4.335190848,399.0418675
5302400,5,5022,GLENELG RIVER,DARTMOOR,AU,-37.9247,141.281,11914,7.69,1948,2010,63,0.131538563,1948,2001,54,0,1948,2010,63,16.607,0.523718352,43.95822998
6854710,6,6545,OUNASJOKI,MARRASKOSKI,FI,66.79487644,25.42025441,12303,93,1971,2015,45,0,1971,2001,31,0,1971,2015,45,132.687,4.184417232,340.1135684
4125026,4,4251,NEOSHO RIVER,"NEAR PARSONS, KS",US,37.3401,-95.11,12703.9,246.96,1921,2021,101,0,1921,2001,81,0.625,1921,2021,101,79.427,2.504809872,197.1685759
4115220,4,4151,JOHN DAY RIVER,"SERVICE CREEK, OR",US,44.7937,-120.0067,13183,497.56,1929,2021,93,0,1929,2001,73,0,1929,2021,93,54.634,1.722937824,130.6939106
6854600,6,6541,IIJOKI,RAASAKKA (MERIKOSKI),FI,65.33485078,25.41127006,14191,19,1911,2017,107,0,1911,2001,91,0,1911,2017,107,172.763,5.448253968,383.9231885
6830100,6,6300,PAATSJOKI,KAITAKOSKI - LAKE INARI OUTLET,FI,68.908734,28.448915,14575,-999,1949,2017,69,0.174589318,1949,2001,53,0,1949,2017,69,156.537,4.936550832,338.6998856
6546802,6,6461,DRAVA RIVER,BORL (REACT. 6546801),SI,46.371,15.9962,14661.5,201.485,1961,2019,59,14.19555432,1990,2001,12,0,1961,2019,59,143.47,4.52446992,308.5952952
4105820,4,4053,SUSITNA RIVER,"GOLD CREEK, AK",US,62.7673,-149.6934,15954,206.197,1949,2020,72,6.527174122,1949,2001,53,8.785942492,1949,2020,72,280.182,8.835819552,553.8309861
6855402,6,6551,VUOKSI,KALLAVESIE (KONNUS+KARVIO),FI,62.5499,27.7686,16270,84,1931,2012,82,0,1931,2001,71,0,1931,2012,82,162.005,5.10898968,314.0128875
5202044,5,5021,CLARENCE RIVER,LILYDALE (NEWBOLD CROSSING),AU,-29.51,152.68,16953,9.99,1922,2011,90,4.104443426,1922,2001,80,3.983228512,1922,2011,90,106.17,3.34817712,197.4976181
6854250,6,6543,KYMIJOKI,"LEPPAVESI, LUUSUA",FI,62.245,25.8879,17684,84,1941,2017,77,0.010667046,1941,2001,61,0,1941,2017,77,150.239,4.737937104,267.922252
